workclass,race,sex,hours-per-week,native-country,label,age-range,educationDegree
Private,Black,Female,0-20,United-States,<=50K,45-60,MiddleSchool
Private,Black,Female,61-80,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,15-30,Assoc
State-gov,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Female,41-60,United-States,<=50K,30-45,Assoc
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,Male,21-40,Laos,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,HS-College
Local-gov,Black,Female,21-40,United-States,<=50K,45-60,Assoc
Private,Black,Male,21-40,United-States,<=50K,45-60,Elementary
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,30-45,Mast
Private,Other,Female,21-40,Columbia,<=50K,15-30,HS-College
Self-emp-not-inc,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Amer-Indian-Eskimo,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Female,41-60,Philippines,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,Female,21-40,South,<=50K,45-60,HS-College
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,41-60,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,15-30,Bach
Local-gov,Amer-Indian-Eskimo,Female,21-40,United-States,<=50K,30-45,Assoc
Self-emp-inc,Asian-Pac-Islander,Female,61-80,Thailand,<=50K,45-60,Assoc
Federal-gov,Black,Male,21-40,United-States,>50K,45-60,Assoc
Private,Black,Male,21-40,United-States,<=50K,45-60,HS-College
Private,Asian-Pac-Islander,Male,41-60,India,<=50K,15-30,PostMaster
Private,Amer-Indian-Eskimo,Male,61-80,United-States,<=50K,15-30,MiddleSchool
Private,Black,Male,41-60,United-States,>50K,30-45,Assoc
Local-gov,Black,Female,21-40,United-States,>50K,45-60,Mast
Local-gov,Black,Male,21-40,United-States,<=50K,45-60,Bach
Private,Asian-Pac-Islander,Female,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Male,41-60,United-States,<=50K,45-60,Bach
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Male,21-40,Outlying-US(Guam-USVI-etc),<=50K,15-30,Assoc
Self-emp-not-inc,Black,Male,41-60,United-States,>50K,60-75,Assoc
Private,Black,Male,0-20,United-States,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,Assoc
Federal-gov,Amer-Indian-Eskimo,Female,0-20,United-States,<=50K,30-45,Assoc
?,Asian-Pac-Islander,Male,0-20,United-States,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,30-45,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,30-45,Bach
Self-emp-not-inc,Asian-Pac-Islander,Female,0-20,South,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,Female,41-60,South,<=50K,45-60,HS-College
Federal-gov,Asian-Pac-Islander,Male,41-60,United-States,>50K,45-60,Bach
Private,Asian-Pac-Islander,Male,21-40,?,<=50K,30-45,HS-College
?,Black,Female,21-40,United-States,<=50K,15-30,HS-College
Federal-gov,Amer-Indian-Eskimo,Female,21-40,United-States,<=50K,30-45,Assoc
Private,Other,Female,0-20,?,<=50K,15-30,MiddleSchool
Private,Black,Female,21-40,United-States,<=50K,45-60,Assoc
Federal-gov,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Amer-Indian-Eskimo,Male,21-40,Mexico,<=50K,15-30,Assoc
Federal-gov,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,41-60,United-States,<=50K,30-45,HS-College
Private,Black,Female,0-20,United-States,<=50K,15-30,Assoc
Private,Other,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Private,Black,Male,21-40,United-States,<=50K,30-45,Bach
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,Asian-Pac-Islander,Male,21-40,China,>50K,60-75,Bach
Private,Black,Female,21-40,United-States,<=50K,45-60,Assoc
Private,Asian-Pac-Islander,Male,21-40,Vietnam,<=50K,60-75,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
State-gov,Black,Female,21-40,Honduras,<=50K,45-60,HS-College
Private,Other,Female,21-40,United-States,<=50K,15-30,Bach
Private,Black,Female,21-40,United-States,<=50K,45-60,Assoc
Local-gov,Black,Female,21-40,United-States,<=50K,30-45,Bach
Private,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Male,21-40,United-States,>50K,30-45,Assoc
State-gov,Asian-Pac-Islander,Male,61-80,India,>50K,30-45,PostMaster
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Local-gov,Black,Male,21-40,United-States,>50K,45-60,Bach
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
State-gov,Asian-Pac-Islander,Male,21-40,India,>50K,45-60,Mast
Local-gov,Black,Male,21-40,Haiti,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,45-60,Preschool
Private,Asian-Pac-Islander,Female,0-20,Philippines,<=50K,45-60,HS-College
State-gov,Asian-Pac-Islander,Male,21-40,Taiwan,<=50K,30-45,PostMaster
State-gov,Asian-Pac-Islander,Male,21-40,United-States,<=50K,30-45,Assoc
State-gov,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,45-60,Elementary
State-gov,Black,Male,21-40,United-States,<=50K,30-45,Mast
Self-emp-not-inc,Black,Male,21-40,United-States,<=50K,60-75,HS-College
Private,Black,Male,41-60,United-States,<=50K,30-45,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,45-60,Assoc
Private,Asian-Pac-Islander,Female,21-40,?,<=50K,15-30,Assoc
Local-gov,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Amer-Indian-Eskimo,Male,41-60,United-States,<=50K,30-45,HS-College
Private,Black,Male,21-40,United-States,<=50K,45-60,HS-College
Self-emp-inc,Black,Male,41-60,United-States,>50K,15-30,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,Bach
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,Bach
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Female,0-20,United-States,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Federal-gov,Asian-Pac-Islander,Male,21-40,Iran,<=50K,30-45,Bach
?,Black,Female,21-40,United-States,<=50K,60-75,Assoc
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,30-45,Bach
Private,Black,Male,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,Male,61-80,United-States,>50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,45-60,Assoc
Self-emp-not-inc,Asian-Pac-Islander,Male,21-40,South,<=50K,15-30,Assoc
Private,Black,Male,0-20,United-States,<=50K,15-30,HS-College
Private,Amer-Indian-Eskimo,Female,21-40,United-States,<=50K,15-30,HS-College
Private,Amer-Indian-Eskimo,Male,41-60,United-States,<=50K,15-30,HS-College
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Private,Asian-Pac-Islander,Male,41-60,Philippines,>50K,60-75,HS-College
Local-gov,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Private,Black,Male,21-40,Mexico,<=50K,15-30,Assoc
?,Black,Male,0-20,United-States,<=50K,15-30,HS-College
Private,Black,Male,0-20,United-States,<=50K,15-30,MiddleSchool
State-gov,Black,Female,21-40,United-States,<=50K,45-60,Assoc
Private,Other,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,Male,41-60,United-States,<=50K,45-60,HS-College
Self-emp-not-inc,Asian-Pac-Islander,Female,61-80,Thailand,<=50K,30-45,Bach
Federal-gov,Black,Female,21-40,?,<=50K,45-60,HS-College
Private,Black,Male,21-40,United-States,<=50K,30-45,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Female,21-40,United-States,<=50K,45-60,Assoc
Local-gov,Black,Female,41-60,United-States,<=50K,30-45,Bach
Private,Black,Female,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Female,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Amer-Indian-Eskimo,Female,21-40,United-States,<=50K,30-45,Assoc
Self-emp-inc,Black,Male,41-60,United-States,>50K,45-60,HS-College
Private,Other,Male,21-40,Ecuador,<=50K,30-45,Bach
?,Black,Female,21-40,Trinadad&Tobago,<=50K,15-30,MiddleSchool
Private,Black,Female,21-40,United-States,<=50K,45-60,Assoc
Self-emp-not-inc,Asian-Pac-Islander,Male,21-40,United-States,<=50K,45-60,HS-College
Private,Asian-Pac-Islander,Male,21-40,Philippines,>50K,15-30,Bach
Private,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Amer-Indian-Eskimo,Male,41-60,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Male,21-40,Vietnam,<=50K,45-60,Elementary
Federal-gov,Asian-Pac-Islander,Male,21-40,United-States,>50K,45-60,Assoc
Private,Other,Male,21-40,Mexico,<=50K,30-45,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Male,0-20,Haiti,<=50K,15-30,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,30-45,MiddleSchool
Self-emp-not-inc,Asian-Pac-Islander,Male,21-40,South,<=50K,45-60,Bach
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,Male,21-40,Philippines,<=50K,30-45,Assoc
?,Black,Female,0-20,United-States,<=50K,30-45,HS-College
Federal-gov,Asian-Pac-Islander,Female,21-40,Philippines,<=50K,30-45,Assoc
Private,Black,Female,21-40,?,<=50K,30-45,HS-College
?,Black,Male,21-40,?,<=50K,15-30,Assoc
Federal-gov,Black,Male,21-40,United-States,>50K,45-60,HS-College
?,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Other,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Other,Female,21-40,Puerto-Rico,<=50K,15-30,Assoc
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
?,Black,Female,0-20,United-States,<=50K,30-45,HS-College
Self-emp-inc,Black,Male,41-60,United-States,<=50K,45-60,HS-College
?,Black,Male,21-40,United-States,<=50K,60-75,Elementary
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Female,21-40,Vietnam,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,Female,21-40,India,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Black,Female,21-40,United-States,<=50K,45-60,Bach
Private,Black,Female,21-40,United-States,<=50K,45-60,Bach
Private,Black,Male,0-20,United-States,<=50K,15-30,Assoc
Federal-gov,Asian-Pac-Islander,Male,21-40,Cambodia,<=50K,30-45,Bach
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,Black,Female,21-40,Germany,<=50K,30-45,HS-College
Private,Black,Male,41-60,United-States,<=50K,15-30,Assoc
Private,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,Male,41-60,Cambodia,<=50K,30-45,Elementary
Private,Other,Female,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Male,21-40,United-States,>50K,30-45,Assoc
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Female,21-40,United-States,<=50K,45-60,MiddleSchool
Private,Black,Male,21-40,United-States,>50K,45-60,Bach
?,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Federal-gov,Black,Female,21-40,United-States,<=50K,45-60,MiddleSchool
Private,Asian-Pac-Islander,Male,21-40,Philippines,<=50K,15-30,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,Asian-Pac-Islander,Male,61-80,South,<=50K,60-75,HS-College
Private,Black,Male,21-40,United-States,<=50K,45-60,Bach
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,15-30,HS-College
State-gov,Asian-Pac-Islander,Male,0-20,China,<=50K,15-30,Mast
Federal-gov,Amer-Indian-Eskimo,Female,41-60,United-States,<=50K,45-60,Bach
Private,Black,Male,21-40,Nicaragua,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,Male,21-40,China,<=50K,45-60,Elementary
Private,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Other,Male,21-40,India,>50K,30-45,PostMaster
State-gov,Black,Female,41-60,United-States,<=50K,30-45,Assoc
Private,Amer-Indian-Eskimo,Male,81-100,United-States,<=50K,15-30,MiddleSchool
Private,Asian-Pac-Islander,Male,21-40,Japan,>50K,45-60,Bach
Private,Amer-Indian-Eskimo,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Male,61-80,?,>50K,15-30,Bach
Private,Other,Male,21-40,United-States,<=50K,15-30,MiddleSchool
?,Black,Female,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Male,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,Male,21-40,?,<=50K,45-60,HS-College
Private,Black,Female,41-60,United-States,<=50K,30-45,HS-College
Federal-gov,Black,Female,41-60,United-States,<=50K,30-45,HS-College
State-gov,Black,Female,21-40,United-States,>50K,45-60,Mast
Private,Black,Male,41-60,United-States,>50K,30-45,Bach
Private,Black,Male,41-60,United-States,<=50K,45-60,Assoc
Private,Black,Female,21-40,Jamaica,<=50K,45-60,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,Female,61-80,?,<=50K,30-45,Elementary
Private,Amer-Indian-Eskimo,Male,61-80,United-States,<=50K,30-45,MiddleSchool
Private,Black,Female,21-40,United-States,<=50K,45-60,Elementary
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,0-20,United-States,<=50K,60-75,Preschool
Private,Black,Female,21-40,United-States,<=50K,15-30,HS-College
State-gov,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Private,Amer-Indian-Eskimo,Female,0-20,United-States,<=50K,45-60,Assoc
Private,Black,Female,21-40,United-States,<=50K,60-75,HS-College
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
State-gov,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Private,Asian-Pac-Islander,Female,21-40,?,<=50K,30-45,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Federal-gov,Black,Female,61-80,United-States,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,60-75,HS-College
State-gov,Asian-Pac-Islander,Female,41-60,United-States,<=50K,30-45,Bach
Local-gov,Black,Male,21-40,United-States,<=50K,45-60,Mast
Local-gov,Black,Male,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Male,21-40,Philippines,<=50K,45-60,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,Bach
State-gov,Black,Female,21-40,United-States,<=50K,30-45,Mast
Private,Asian-Pac-Islander,Male,0-20,United-States,<=50K,15-30,Assoc
?,Black,Female,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Male,21-40,United-States,<=50K,60-75,HS-College
Private,Other,Female,41-60,United-States,<=50K,30-45,Assoc
Private,Black,Female,0-20,United-States,<=50K,15-30,Assoc
State-gov,Black,Female,21-40,United-States,<=50K,30-45,HS-College
State-gov,Asian-Pac-Islander,Male,0-20,China,<=50K,30-45,Mast
Private,Black,Male,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Private,Asian-Pac-Islander,Female,21-40,Philippines,>50K,30-45,Bach
State-gov,Asian-Pac-Islander,Female,21-40,China,<=50K,45-60,Mast
Private,Other,Female,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,60-75,MiddleSchool
Private,Asian-Pac-Islander,Male,21-40,Philippines,<=50K,45-60,Bach
Private,Black,Male,41-60,United-States,<=50K,15-30,HS-College
Private,Black,Male,41-60,United-States,<=50K,60-75,MiddleSchool
Private,Asian-Pac-Islander,Male,21-40,Vietnam,<=50K,30-45,Bach
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Local-gov,Black,Female,21-40,United-States,<=50K,60-75,Elementary
?,Black,Female,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Male,0-20,United-States,<=50K,15-30,Bach
Private,Asian-Pac-Islander,Male,21-40,Vietnam,>50K,15-30,MiddleSchool
Private,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Female,41-60,Jamaica,<=50K,30-45,HS-College
Self-emp-not-inc,Black,Male,41-60,United-States,>50K,30-45,Bach
Private,Amer-Indian-Eskimo,Female,41-60,United-States,<=50K,15-30,Assoc
Private,Black,Female,0-20,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Male,21-40,Philippines,>50K,30-45,Assoc
Private,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Black,Female,21-40,United-States,>50K,45-60,Mast
Local-gov,Black,Female,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Self-emp-inc,Other,Male,61-80,United-States,>50K,45-60,PostMaster
Private,Black,Male,21-40,Haiti,<=50K,30-45,HS-College
Private,Other,Male,21-40,Puerto-Rico,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,>50K,45-60,Assoc
Private,Black,Female,41-60,United-States,>50K,45-60,Bach
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Male,41-60,United-States,<=50K,45-60,HS-College
Private,Black,Female,41-60,United-States,<=50K,15-30,MiddleSchool
Self-emp-not-inc,Black,Male,41-60,United-States,>50K,45-60,HS-College
Local-gov,Amer-Indian-Eskimo,Male,21-40,United-States,<=50K,15-30,Bach
Private,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,Female,21-40,United-States,<=50K,30-45,Assoc
?,Other,Female,0-20,Mexico,<=50K,15-30,Bach
Private,Amer-Indian-Eskimo,Male,21-40,United-States,>50K,30-45,HS-College
Private,Black,Female,41-60,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,Amer-Indian-Eskimo,Male,21-40,United-States,<=50K,45-60,Assoc
Private,Black,Female,21-40,?,<=50K,15-30,MiddleSchool
Private,Asian-Pac-Islander,Female,21-40,Philippines,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Male,21-40,United-States,>50K,45-60,HS-College
Private,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,30-45,Bach
Private,Asian-Pac-Islander,Male,21-40,South,<=50K,60-75,Bach
Self-emp-inc,Asian-Pac-Islander,Male,41-60,Taiwan,<=50K,30-45,Assoc
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Male,21-40,United-States,<=50K,45-60,HS-College
Private,Black,Female,21-40,?,<=50K,30-45,HS-College
Private,Black,Male,21-40,United-States,>50K,30-45,Bach
Private,Other,Male,41-60,United-States,<=50K,15-30,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Other,Female,21-40,United-States,<=50K,15-30,HS-College
Private,Other,Female,21-40,Dominican-Republic,<=50K,45-60,Elementary
Private,Asian-Pac-Islander,Male,21-40,Vietnam,<=50K,30-45,Bach
Private,Asian-Pac-Islander,Female,41-60,United-States,>50K,30-45,PostMaster
Local-gov,Black,Male,41-60,United-States,>50K,30-45,Bach
Private,Black,Male,21-40,United-States,<=50K,30-45,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,Male,0-20,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Male,21-40,Jamaica,>50K,15-30,Assoc
Local-gov,Other,Male,21-40,?,<=50K,30-45,HS-College
Private,Black,Male,41-60,United-States,>50K,45-60,Bach
Private,Asian-Pac-Islander,Female,21-40,Japan,>50K,30-45,Assoc
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,41-60,United-States,<=50K,15-30,HS-College
Federal-gov,Black,Female,21-40,United-States,<=50K,15-30,Bach
Private,Black,Female,21-40,England,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Private,Other,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Female,41-60,China,<=50K,45-60,MiddleSchool
Private,Black,Male,21-40,Haiti,<=50K,45-60,HS-College
State-gov,Black,Female,21-40,United-States,<=50K,30-45,MiddleSchool
Self-emp-not-inc,Other,Male,41-60,Puerto-Rico,>50K,30-45,Bach
Private,Black,Male,21-40,United-States,<=50K,15-30,Assoc
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Federal-gov,Black,Male,21-40,United-States,>50K,45-60,Assoc
Private,Other,Male,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Male,21-40,United-States,>50K,45-60,Bach
Self-emp-inc,Asian-Pac-Islander,Female,21-40,India,<=50K,15-30,HS-College
?,Asian-Pac-Islander,Female,0-20,China,<=50K,75-100,MiddleSchool
Private,Black,Female,21-40,United-States,<=50K,15-30,HS-College
?,Other,Male,21-40,United-States,<=50K,15-30,HS-College
?,Black,Male,0-20,United-States,<=50K,15-30,Assoc
Private,Amer-Indian-Eskimo,Male,21-40,United-States,<=50K,45-60,HS-College
Federal-gov,Black,Male,41-60,United-States,>50K,45-60,HS-College
State-gov,Black,Male,21-40,United-States,>50K,45-60,HS-College
Local-gov,Asian-Pac-Islander,Male,21-40,Philippines,<=50K,30-45,Bach
Private,Amer-Indian-Eskimo,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,MiddleSchool
Private,Black,Male,21-40,United-States,>50K,30-45,HS-College
Private,Black,Female,41-60,United-States,>50K,30-45,Assoc
Local-gov,Black,Female,41-60,United-States,<=50K,30-45,Assoc
Private,Black,Female,0-20,United-States,<=50K,15-30,HS-College
Private,Other,Male,21-40,Nicaragua,<=50K,30-45,Elementary
Local-gov,Amer-Indian-Eskimo,Male,41-60,United-States,<=50K,45-60,HS-College
Federal-gov,Other,Female,21-40,United-States,<=50K,15-30,Bach
Private,Black,Female,21-40,United-States,<=50K,15-30,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Female,21-40,Jamaica,<=50K,30-45,Assoc
Private,Black,Male,41-60,United-States,<=50K,45-60,MiddleSchool
Private,Asian-Pac-Islander,Male,21-40,South,<=50K,30-45,Mast
Local-gov,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,Assoc
Private,Other,Male,41-60,United-States,<=50K,15-30,Assoc
?,Asian-Pac-Islander,Female,21-40,Germany,<=50K,15-30,MiddleSchool
Private,Black,Male,21-40,United-States,<=50K,45-60,HS-College
Private,Black,Female,41-60,United-States,<=50K,45-60,HS-College
Private,Asian-Pac-Islander,Male,21-40,Philippines,<=50K,15-30,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Asian-Pac-Islander,Male,41-60,Philippines,<=50K,60-75,Assoc
Private,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Local-gov,Black,Female,21-40,United-States,<=50K,45-60,Assoc
Private,Asian-Pac-Islander,Female,41-60,Thailand,<=50K,45-60,HS-College
Local-gov,Black,Male,0-20,United-States,>50K,45-60,Mast
Private,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,Female,21-40,Philippines,<=50K,15-30,Assoc
Private,Black,Male,21-40,United-States,<=50K,45-60,HS-College
State-gov,Asian-Pac-Islander,Male,21-40,Vietnam,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,Male,21-40,Vietnam,<=50K,15-30,Assoc
Local-gov,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Private,Black,Male,21-40,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,Black,Female,0-20,United-States,<=50K,60-75,HS-College
Private,Asian-Pac-Islander,Female,41-60,China,<=50K,30-45,HS-College
Self-emp-not-inc,Asian-Pac-Islander,Male,41-60,India,<=50K,45-60,Mast
Private,Asian-Pac-Islander,Male,41-60,?,<=50K,15-30,HS-College
Private,Black,Male,21-40,United-States,<=50K,15-30,HS-College
Private,Other,Male,21-40,United-States,<=50K,15-30,HS-College
Federal-gov,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Self-emp-not-inc,Asian-Pac-Islander,Male,61-80,South,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,Male,41-60,Trinadad&Tobago,<=50K,30-45,HS-College
Federal-gov,Other,Female,21-40,United-States,<=50K,45-60,Assoc
Self-emp-not-inc,Black,Female,41-60,United-States,<=50K,30-45,Bach
State-gov,Asian-Pac-Islander,Female,21-40,United-States,<=50K,60-75,Elementary
Private,Black,Female,21-40,United-States,<=50K,15-30,MiddleSchool
Federal-gov,Asian-Pac-Islander,Male,21-40,?,<=50K,30-45,Bach
Private,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,Black,Male,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Black,Female,21-40,United-States,>50K,45-60,Mast
Private,Black,Female,21-40,United-States,<=50K,45-60,HS-College
Private,Black,Female,21-40,United-States,<=50K,30-45,Assoc
Private,Black,Female,21-40,United-States,<=50K,15-30,HS-College
Local-gov,Black,Female,21-40,Haiti,<=50K,45-60,Elementary
Local-gov,Black,Female,41-60,United-States,>50K,30-45,Mast
Private,Black,Female,21-40,United-States,<=50K,15-30,MiddleSchool
State-gov,Black,Female,0-20,United-States,<=50K,15-30,Bach
Private,Black,Female,21-40,United-States,<=50K,45-60,Assoc
?,Asian-Pac-Islander,Female,21-40,Vietnam,<=50K,45-60,PostMaster
Private,Amer-Indian-Eskimo,Female,21-40,United-States,<=50K,45-60,Elementary
